Molecule Name;SmilesOfStructure;SmilesOfFragments and frequency
smiles11;O=C1OC(C2=COC=C2)CC13C4C=CCC(CO)C4(CO)C(O)CC3C;*OC(*)=O;1;C=C;1;[H]OC;3;*o*;1;ccc(c)CCC1CC(C)(CCC1C)C(C)C;1
smiles12;O=C1CCCN2CC3CCNC4CCCC(C12)C43;*C(*)=O;1;*N(*)*;1;*N(*)[H];1;CCC;1;CCC(C)C1CCCCC1C;1
smiles13;O=C(OC1C(O)C(OC2OC(CO)C(O)C(O)C2O)C(OC1C3=C(OC)C=C(C=4C(=O)C=C(OC43)CC(O)C)C)CO)C=CC5=CC=C(O)C=C5;*OC(=O)C=C;1;[H]OC;7;*OCO*;1;*O*;2;O=[cH2];1;[H]Oc;1;*o*;1;c(cc1cc(ccc1C)CCCCCC)cCCC;1;CCCCC;1;C;1;c1ccccc1;1
smiles14;O=C(O)C=1C(O)=CC=CC1OC2OC(CO)C(O)C(OC(=O)C)C2OC(=O)C;*C(=O)O[H];1;[H]Oc;1;*OCO*;1;[H]OC;2;*OC(*)=O;2;c1ccccc1;1;CCCCC;1;C;2
smiles15;O=C1C2=CC(C(OC)(C)C)C34C(=O)C5OC5C(OC3C=C(C)C)C4C2C(O)C6OC16;O=C(C=C)C1OC1;1;*O*;2;*C(=O)C1OC1;1;C=C;1;[H]OC;1;CCC(C)C(C)CC(C)C;1;C;3
smiles16;O=C(O[Si](C)(C)C)C1C(C2=CC=C(O[Si](C)(C)C)C=C2)C(C(=O)O[Si](C)(C)C)C1C3=CC=C(O[Si](C)(C)C)C(OC)=C3
smiles17;O=C1OCC(CCC23CCC(O)(CC(C)C3CC=C4CCC(C)CC42)C(O)(C)C5CCC6(O)C7=CC(=O)C8CC(O)C(O)CC8(C)C7CCC56C)C1C=9C=CNC9;*OC(*)=O;1;[H]OC;5;C=C;1;*C(=O)C=C;1;*n(*)*;1;ccc(c)CC(C)CCC1(CCC(C)CC)CCC(CC(C)C1C)C(C)C2CCCC2(C)CCCC3(C)CCCCC3;1
smiles18;OCC1=CC=C2C(=C1)CCN(C2)CC;[H]OC;1;*N(*)*;1;c1cc(c(cc1C)CC)C;1;CC;1
smiles19;O=C(O)CCCCCCCC(O)C(O)CCCCCC;*C(=O)O[H];1;[H]OC;2;CCCCCCCCCCCCCCC;1
smiles110;O=C(OC1C2=CC3(O)OC(=O)C(=C3CC2(C)C(C)CC1)C)C(=CC)C;*OC(=O)C=C;1;[H]OC1(OC(=O)C=C1)C=C;1;CCCC(C)C(C)C;1;C;3
smiles111;O=C(OC)C1=CC(O)=C(O)C(OC2OC(COC(=O)C3=CC(O)=C(O)C(O)=C3)C(O)C(O)C2O)=C1;*OC(*)=O;2;[H]Oc;5;*OCO*;1;[H]OC;3;C;1;c1ccccc1;2;CCCCC;1
smiles112;O=C(NC1C(=O)NC2=CSSC21)C;*C(=O)N(*)*;1;*SSC=CN(*)C(*)=O;1;CC;1;C;1
smiles113;O=C(OCC)C1=C(OC=2C=CC(OCC3=CC=C(Cl)C(Cl)=C3)=CC21)C=4C=CC=CC4;*OC(*)=O;1;*O*;1;*Cl;2;*o*;1;CC;1;c1ccc(cc1)cc-c2ccccc2;1;c1ccc(cc1)C;1
smiles114;O=C1OC2(C)CCC(C1=C)CC(O)C3(OC(C(=CCC2OC(=O)C)C)CC3)C;*OC(=O)C=C;1;[H]OC;1;*O*;1;C=C;1;*OC(*)=O;1;CCCC(C)CCCCCC(C)CC;1;C;2
