Molecule Name;SmilesOfStructure;SmilesOfFragments and frequency
Smiles (2)66;O=C(OCC1OC(OC2C(O)C(OC(OC=3C=CC=CC3[NH+]([O-])O)C2NC(=O)C)CO)C(OC4OC(C)C(OC(=O)C)C(OC(=O)C)C4OC(=O)C)C(OC(=O)C)C1OC(=O)C)C;*OC(*)=O;6;*OCO*;3;[H]OC;2;*[N](*)(O[H])O[H];1;*C(=O)N(*)*;1;CCCCC;3;c1ccccc1;1;C;7
Smiles (2)67;O=C(CCC1=CC(OC)=C(O)C(=C1)C2C3CCNC4NCCC(=CC2(CO)CC5=CC=CN5)C43)C(O)C(=O)CCCCCCC;*C(*)=O;2;*O*;1;[H]Oc;1;*N(*)CN(*)*;1;C=C;1;[H]OC;2;*n(*)*;1;ccccCC(C)C(c1cccc(c1)CC)C(C)CC;1;C;2;CC;1;CCCCCCC;1
Smiles (2)68;O=C(C[NH+]1CCCC(CC2CCCCC2)C1)C3CCC(Cl)CC3;*C(*)=O;1;*[N](*)(*)*;1;*Cl;1;C;1;CCCC(C)CC1CCCCC1;1;C1CCCCC1;1
Smiles (2)69;O=C1C=2C=CC=CC2N(C=3C1=C(O)C=C4OC(CC43)C(OC5OC(CO)C(O)C(O)C5O)(CO)CO)C;O=[cH2];1;[H]Oc;1;*O*;1;*OCO*;1;[H]OC;6;*n(*)*;1;c1ccc(cc1)cc2cccc(c2)CCC(C)C;1;CCCCC;1;C;1
Smiles (2)70;O=C(NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CO)C(C)C)CC(C)C)CC1=CC=C(O)C=C1)CCCCN)C(C)C)C(C)C)CCCCN)C(C)C)C(C)C)C(C)CC)CCCN)CC(C)C)C(=CC)NC(=O)C(O)C(C)CC;*C(=O)N(*)C(=C)C(=O)N(*)*;1;*C(=O)N(*)*;11;[H]OC;2;[H]Oc;1;[H]N([H])C;3;CCC(C)C;5;CCCC;1;CC(C)C;4;CCCCC;2;c1ccc(cc1)CC;1;C;1
Smiles (2)71;O=C(OC(CCC1CC(OC2CCCC2)C(O)C(CN3C(=O)CC(C3)CC4CC[NH2+]C(N)C4)C1)CC(O)CCCCC)C;*OC(*)=O;1;*O*;1;[H]OC;2;*C(=O)N(*)*;1;*N(*)C[N](*)(*)*;1;CCCCCCCCCCC1CCCC(C)C1;1;C1CCCC1;1;CCC(C)CC(C)C;1;C;1
Smiles (2)72;O=C(O)C(CCCCCC1C=CC(CCCCC)CC1O)C(O)CCC2(O)CC(CC=3C=NCC3)CC2O;*C(=O)O[H];1;C=C;1;[H]OC;4;*N=CC=C;1;CCCCCCCCCCCCCCCCCCC1CCC(C)C1;1;C;1
Smiles (2)73;O=CCC(O)COC1=C2OC3OC(COCC(CCCO)C(C=4C=CC=CC4N5CNC6C(=O)NC(N)NC56)C2=CC=7C(=O)C8=CC=C(C=C8C(=O)C17)CO)C(O)C(O)C3OCC9C=CC(NC)C%10=C(N)NCC=C%109;O=C;1;[H]OC;5;*O*;3;*OCO*;1;*C(=O)N(*)C(N(*)*)N(*)CN(*)CN(*)*;1;*C(*)=O;2;C=C;1;*N(*)[H];1;*N(*)C(=CC=C)N(*)*;1;CCC;1;c1ccc(cc1)C(c2ccccc2)C(C)CCC;1;CCCCC;1;C;4;c1ccc(cc1)C;1;CC;1
Smiles (2)74;O=C(N)C(N=CC1=CC=C(C=C1)[NH+]([O-])O)(C)C(C)C;*C(=O)N(*)*;1;*N=C;1;*[N](*)(O[H])O[H];1;CCC(C)C;1;c1ccccc1;1
Smiles (2)75;O=C(NC=1C=CC=C(Cl)C1)C(Cl)(C(F)(F)F)C(F)(F)F;*C(=O)N(*)*;1;*Cl;2;*F;6;c1ccccc1;1;CCC;1
Smiles (2)76;O=C1NN=C(C1=CC=2C=CC=C(O)C2)C=3C(=O)C=4C=CC=CC4N(C3O)C;*N1N=CC(=C)C1=O;1;[H]Oc;2;O=[cH2];1;*n(*)*;1;c1ccccc1;1;cccc1ccccc1;1;C;1
Smiles (2)77;O=CC1CCCC21CC3CC4C5=C6C=C(NCSSC(CCCO)C78C(=O)C=9C(OC%10OC%11(CO)CC(C4)C(C(O)(C%10O)C%11O)C63C2)=CC=CC9C(=O)C8C=C(C=C7O)CC=%12C=CC=C(C%12)CO)NC5;O=C;1;*SSCN(*)C(=CC=C)N(*)*;1;[H]OC;6;*C(*)=O;2;*OCO*;1;[H]OC=CC=C;1;CC1CC(C)C2C(CCCC3CC4(CCCC4)CC32)C1;1;CCCCCC;1;c1ccccc1;1;c1cc(cc(c1)C)C;1;C;1
Smiles (2)78;O=C1OC(C=C1C2CC=C(C(=O)C2)CO)CC(C)C;*OC(=O)C=C;1;*C(=O)C=C;1;[H]OC;1;CCC(C)C;1;CCC;1;C;1
Smiles (2)79;OC1=CC=C2C=C1OCC3=CC(=CC4=CN(C=C43)C=5NC(N)C=CC5C6OC(CC(O)CC2)C(CCCC)CC6)CC=7C=CC=CC7;[H]Oc;1;*O*;2;*n(*)C1=CC=CC(N(*)*)N1*;1;[H]OC;1;c1ccc(cc1)CCCCCC(CCC)CCCC;1;cc1cc(cc(c1c)C)Cc2ccccc2;1
